SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,ISSN-国际标准刊号,URL-网址,DOI-DOI
期刊,基于计算思维面向能力培养的离散数学教学改革,贾经冬;李卫国;,北京航空航天大学软件学院;,计算机教育,离散数学;;计算思维;;能力培养;;编程实践;;教学改革,"针对离散数学教学现状和面临的挑战,提出基于计算思维面向能力培养的离散数学教学改革思想,并从思维转变、3种能力培养、教学方式、考核方式和平台支撑5个方面阐述具体教改措施,最后通过课程考核、编程实践作业和调查问卷反馈说明教改效果。",2021-09-10,贾经冬;,北京航空航天大学软件学院本科生教改项目（431088）,2021,,09,152-155,G642.0;O158-4,1672-5913,,10.16512/j.cnki.jsjjy.2021.09.034
期刊,程序设计类课程的网络教学模式探索,朱娟;岳晓峰;张炜;唐新星;,长春工业大学机电工程学院;,电脑知识与技术,网络环境;;程序设计类课程;;教学改革;;实践动手能力,"程序设计类课程是机械电子工程专业的一类重要课程,可以提升学生的项目开发能力。为了提升程序设计类课程实验的教学实效,论文研究了在网络环境下程序设计类课程的教学设计方法,从课前、课中、课外、课后四个方面进行设计,课前调动学生的学习兴趣,课中利用网络平台设计教学方法,课外充分利用网络资源辅助教学,课后利用网络平台进行实践动手能力的考核,通过对学生的Matlab应用课程实际授课情况分析验证了本教学模式的可行性。",2021-08-25,朱娟;,吉林省教育科学规划课题:网络环境下程序设计类课程教学实效性提升方法研究;; 吉林省高等教育学会，施瓦布实践性课程理论在单片机教学中的应用研究(JGJX2020D130);; 2020年吉林省本科高等教育教学改革重点课题，基于STEM理念的机械类一流专业新生态建设研究与实践,2021,17,24,248-249,G642;TP311.1-4,1009-3044,,10.14004/j.cnki.ckt.2021.2360
期刊,基于创新能力培养的C语言程序设计教学改革的探索与研究,苏畅;郭树强;姜万昌;刘迪;,东北电力大学计算机学院;,吉林化工学院学报,创新能力;;程序设计;;教学改革,"C语言程序设计课程是高校一门非常重要的课程,既是计算机和软件专业的专业必修课,也是非计算机专业的公共基础课,在各个专业的整个教学体系中占据至关重要的地位。针对教学过程中出现的问题,对课程进行基于创新能力培养的教学改革,经过探索研究,进行总结分析。",2021-08-15,苏畅;,东北电力大学教学研究课题(J201928),2021,38,08,26-29,TP312.1-4;G642,1007-2853,,10.16039/j.cnki.cn22-1249.2021.08.007
期刊,从行为习惯、编程意识到创新思维的进步观察——图形化编程在青少年编程能力培养过程中的内涵和外延,杨伟;,山东省滨州市第一中学;,中国信息技术教育,图形化编程;学习者;编程教育;创新思维;内涵和外延;编程能力;培养过程;,"图形化编程借助将复杂编程知识易读化的有效策略,使其更倾向于青少年的认知,从而降低学习初期的理解难度。图形化编程在确保学习结果的前提下,大大缩短了学习者的学习路径,尤其对于入门者而言,在维系其学习期待和学习兴趣层面上,图形化编程起到了关键作用。随着图形化编程在青少年编程教育领域中的快速发展,值得教师思考的问题也越来越多。",2021-08-01,杨伟;,,2021,,15,32-34,G633.67,1674-2117,,
期刊,信息技术课程中计算思维能力的培养,翁秀兰;,福建省福州第十五中学;,福建电脑,计算思维;;信息技术;;课程;;策略,"计算思维是重要的思维方式,可以帮助学生推进各个领域的研究,帮助他们从信息技术课程中获得对学习者终身所需要的知识和能力。如何在信息技术课堂教学中有效培养和提高学生的计算逻辑思维能力,必须经过师生不断地共同探索、努力实施才能实现。这是目前信息技术教育正在进行的一个重要的探索实践。",2021-07-12,翁秀兰;,,2021,37,07,152-154,G633.67,1673-2782,,10.16707/j.cnki.fjpc.2021.07.043
期刊,有机融入思政元素的面向对象程序设计课程教学探析,李金忠;,井冈山大学电子与信息工程学院;,计算机教育,课程思政;;立德树人;;面向对象程序设计;;Java程序设计;;教学改革,"针对思政教育难以有机融入专业课程的问题,分析面向对象程序设计(Java)课程思政的现状,提出该课程思政育人目标,探讨如何将思政元素有机融入课程教学中,从提升教师的课程思政意识和能力、有效融合课程思政和教学内容、运用形式多样的教学方法、开展多样化的课外实践活动这4方面提出面向对象程序设计(Java)课程思政的实施策略,以期为计算机类专业的课程思政教学提供参考与借鉴。",2021-07-10,李金忠;,"江西省教育科学“十三五”规划课题（20YB118）;; 教育部高教司产学合作协同育人项目（201901294012,202002328021）",2021,,07,51-55,G641;TP311.1-4,1672-5913,,10.16512/j.cnki.jsjjy.2021.07.013
期刊,基于CSP和PTA的数据结构与算法课程设计策略,窦燕;穆运峰;赵逢达;郭栋梁;郭丁丁;,燕山大学信息科学与工程学院;,计算机教育,课程设计;;数据结构与算法;;CSP;;PTA;;教学改革,"针对数据结构与算法课程设计普遍存在的编程技能不扎实、项目整体把握不够和项目考核不客观的问题,分析数据结构与算法课程设计的教学目标和学生基础,提出基于CSP和PTA的数据结构与算法课程设计策略,通过分析第20届CSP认证结果,说明改革后教学效果有较大幅度提升。",2021-06-05,窦燕;,河北省高等教育教学改革研究与实践项目“以程序设计能力培养为核心的二级项目课程群体系建设”(2018GJJG066);河北省高等教育教学改革研究与实践项目“新工科背景下软件工程+大数据专业方向人才培养与课程体系建设”（2018GJJG064）,2021,,06,73-77,G642;TP311.12-4;TP301.6-4,1672-5913,,10.16512/j.cnki.jsjjy.2021.06.017
期刊,基于Scratch的创客型信息技术师范生编程能力培养模式研究,杨国荣;崔忠伟;余丽静;,贵州师范学院数学与大数据学院;贵州师范学院大数据科学与智能工程研究院;,中国新通信,Scratch编程;;创客教育,"创客教育是培养学生的动手实践能力的一种新思维模式,本文结合学校拓展课程的实际,把信息技术师范生的编程能力提高融入到Scratch的积木编程实践中。通过课程的设计及创作工作室的实践,学生的编程能力得到明显提高。为师范生的编程能力培养、动手实践能力,提供了一条可行的教学模式。",2021-05-20,杨国荣;,全国教育信息技术研究“基于Scratch的创客型信息技术师范生编程能力培养策略研究”（立项编号186140092）;; 贵州师范学院校级教师科研项目“师范认证背景下信息技术师范生编程能力教学改革研究”（立项编号2019YB018）;; 贵州省省级重点学科“计算机科学与技术”（ZDXK[2018]007号）;; 贵州省省级重点支持学科“计算机应用技术”（黔学位合字ZDXK[2016]20号）,2021,23,10,178-179,G652;TP311.1-4,1673-4866,,
期刊,高中编程教育中学生数字化学习与创新能力的培养,于晓雅;,北京教育学院信息科学与技术教育学院;,中国教育信息化,编程教育;;数字化学习与创新;;Python语言;;Jupyter Notebook数字化环境,"数字化学习与创新是信息社会公民的基本素养,是信息技术学科的核心素养及价值追求。编程教育作为信息技术学科的核心内容,教师更多地关注了计算思维的培养,而忽视了编程教育能很好地体验和培养学生数字化学习与创新能力。文章以编程语言Python和数字化环境Jupyter Notebook的选择和应用为例,详细解析了从评估和选择数字化工具、帮助学生实现自主和协同创新、培养实践创新能力三个维度来践行学生数字化学习与创新能力的培养,探索和引导信息技术学科教师通过编程教育培养学生的数字化学习与创新能力。",2021-05-10,于晓雅;,中国教育学会2019年度教育科研重点规划课题“中小学人工智能教学活动设计和实施课例研究”（编号：201900302301A）的阶段性研究成果,2021,,10,80-82+91,G633.67,1673-8454,,
期刊,互联网+背景下基于核心能力的C语言程序设计课程教学改革,金莉;李娜;杨萍;栗庆吉;吴琼;,沈阳农业大学信息与电气工程学院;,中国教育技术装备,互联网+教育;;核心能力;;网络教学;;C语言程序设计;;教学改革;;翻转课堂;;教学反馈系统,在分析“互联网+教育”特点的基础上，根据C语言程序设计课程教学中的难点，提出以能力培养为核心目标的C语言程序设计课程教学设计方法，融合线上线下教学手段设计课程案例、教学资源、教学模式和教学反馈系统，结合实践应用指出线上线下融合教学改革中的重点任务。,2021-04-10,金莉;,辽宁省教育厅普通高等教育本科教学改革研究项目“《程序设计基础—Visual Basic》跨校修读学分课程在高校计算机教学中的应用研究与实践”（项目编号：2018-10）;“基于跨校修读学分的《汇编语言》混合式教学模式研究与实践”（项目编号：2018-131）,2021,,07,92-94,TP312.1-4;G642,1671-489X,,
期刊,基于STEM教育理念的小学生计算思维能力培养研究,牛冬雪;庄天宝;,沈阳师范大学新闻与传播学院;,中国教育技术装备,计算思维;;STEM教育;;图形化编程;;小学数学;;PBL教学方法,随着计算思维成为教育领域的研究热点，许多专家和学者对计算思维的培养问题进行研究与探索。在借鉴国内外培养计算思维的教学方法后，提出基于STEM教育理念，将图形化编程与小学数学进行跨学科整合，培养学生的计算思维能力，并设计数学教学中的具体实施案例，以期为小学数学教师培养学生的计算思维能力提供借鉴与参考。,2021-04-10,牛冬雪;,,2021,,07,51-54+57,G623.5;G623.58,1671-489X,,
期刊,“C语言程序设计”课程教学改革与实践,靳小燕;魏慧琴;周围;,北京交通大学计算机与信息技术学院;,科教导刊,C语言程序设计;;教学改革;;在线批改;;题库;;专业特色,"C语言程序设计课程是大学理工科各专业培养学生计算机应用能力的一门重要的基础课程,也是我校理工类学生选课人数最多的一门编程类课程。针对目前C语言程序设计课程教学中存在的问题进行教学改革与实践。通过C语言程序设计的课程改革,建立高效的在线程序自动批改系统,进行题库资源建设,融合专业特色,对不同专业的学生,可以结合其专业特点,讲解一些和专业知识相关的案例,并进行实践;培养学生学习程序设计课的兴趣,提高编程能力。",2021-03-25,靳小燕;,,2021,,09,149-151,TP312.1-4;G642,1674-6813,,10.16400/j.cnki.kjdkx.2021.03.055
